Tweet ID,Tweet_count,Username,Text,Created At,Retweets,Likes,User Bio,Follower Count,Following Count,Replies,Location,Age,Gender,Hashtags
1079164852629716992,1,Jordan Hook,"#twitter boils down #politics in one convenient screenshot.  
#BarackObama #donaldtrump @TheDailyShow https://t.co/TACF9Yxdxc",Sat Dec 29 23:58:45 +0000 2018,0,1,"music, fly fishing, and commenting on other people’s tweets.",6,62,0,"Los Angeles, CA",Unknown,Unknown,"['twitter', 'politics', 'BarackObama', 'donaldtrump']"
1079164583669948416,2,Robin #🟦 🟧,@CJPatruno @DrJillStein #comradeJill needs to answer to the House. #bluewave #PutinsPuppet,Sat Dec 29 23:57:41 +0000 2018,0,0,"News junkie, proud daughter of an Air Force combat veteran, soccer mom, LGBTQ+ ally, #BLM community volunteer. #VoteBlue #GetVaccinated ⚽️🏈🌈✡️",639,1086,0,Unknown,Unknown,Unknown,"['comradeJill', 'bluewave', 'PutinsPuppet']"
1079164580348203014,3,J. Calypso ☀️,"TRUMP: ""MEXICO WILL PAY FOR THE WALL, BELIEVE ME.""

Tell me a**hole if Mexico pays why American taxpayer should pay it?   

#bluewave #MLK #Resist #Trump #1u #tcot #qanon #wwg1wga #NeverAgain #potus #usa #gop #QAnons #QAnon #MAGA #NPC #potus#TrumpRussia https://t.co/PPsM6fYNbj",Sat Dec 29 23:57:40 +0000 2018,11,7,"Breonna Taylor
#BlackLivesMatter #NoAFD #NoRacism #NoNazi #FuckTrump",467,712,1,"Stuttgart, Germany",Unknown,Unknown,"['bluewave', 'MLK', 'Resist', 'Trump', '1u', 'tcot', 'qanon', 'wwg1wga', 'NeverAgain', 'potus', 'usa', 'gop', 'QAnons', 'QAnon', 'MAGA', 'NPC', 'potus', 'TrumpRussia']"
1079164398856372224,4,Politically Homeless Politics,Cross-party move to stop the clock on hard Brexit - The Guardian: Cross-party move to stop the… https://t.co/AXW8GR4p85 #Brexit #Politics,Sat Dec 29 23:56:57 +0000 2018,0,0,"In a world of untrustworthy politicians & a media with their own agendas, like hundreds of millions of people around the world I feel politically homeless!",14168,14333,0,United Kingdom,Unknown,Unknown,"['Brexit', 'Politics']"
1079164392313372672,5,Politically Homeless Politics,Brexit: How the Irish border took centre stage in 2018 - BBC News: Brexit: How the Irish border… https://t.co/J0vm9TYT0g #Brexit #Politics,Sat Dec 29 23:56:55 +0000 2018,0,0,"In a world of untrustworthy politicians & a media with their own agendas, like hundreds of millions of people around the world I feel politically homeless!",14168,14333,0,United Kingdom,Unknown,Unknown,"['Brexit', 'Politics']"
1079164390165938176,6,Politically Homeless Politics,Parliament is incapable of settling Brexit. We need a second referendum - The Guardian… https://t.co/WeDTZBGZeA #Brexit #Politics,Sat Dec 29 23:56:55 +0000 2018,0,1,"In a world of untrustworthy politicians & a media with their own agendas, like hundreds of millions of people around the world I feel politically homeless!",14168,14333,0,United Kingdom,Unknown,Unknown,"['Brexit', 'Politics']"
1079164387238297600,7,Politically Homeless Politics,Brexit: over £100m spent on extra ferries in case of no deal - The Guardian: Brexit: over £100m… https://t.co/uEdCBDHIH8 #Brexit #Politics,Sat Dec 29 23:56:54 +0000 2018,0,0,"In a world of untrustworthy politicians & a media with their own agendas, like hundreds of millions of people around the world I feel politically homeless!",14168,14333,0,United Kingdom,Unknown,Unknown,"['Brexit', 'Politics']"
1079164260230475777,8,Mark Dringle,ND is an embarrassment. How the hell did they get in??  #Politics #boatrace,Sat Dec 29 23:56:24 +0000 2018,0,0,"Hardcore Cowboys fan, Gonzaga basketball 🏀, MSU Bobcat football fan!!",72,547,0,Unknown,Unknown,Unknown,"['Politics', 'boatrace']"
1079164070169845760,9,Inside Naija Story,#insidenaija Culled from Chief Dele Momodu's page https://t.co/CpORkxEt5Q #nationalnews #politics,Sat Dec 29 23:55:38 +0000 2018,0,0,Music | Celeb | Fashion | Gossip | Style | News,26,215,0,"Lagos, Nigeria",Unknown,Unknown,"['insidenaija', 'nationalnews', 'politics']"
1079161604518936577,10,Political Reporter,"China lifts a freeze on new video games but excludes its biggest player - The Verge
https://t.co/sWuqBhGsk1
#Politics #News #World #PoliticsToday #Breaking #Political #USA #RT #politicalreporter",Sat Dec 29 23:45:51 +0000 2018,1,1,We are here to share the most important #USA and #WORLD news! We post #Politics and #Business #news.,1453,2648,0,United States of America,Unknown,Unknown,"['Politics', 'News', 'World', 'PoliticsToday', 'Breaking', 'Political', 'USA', 'RT', 'politicalreporter']"
